year,mountain,max
2007,Revelstoke,60.6
2015,Revelstoke,33
2014,Revelstoke,50.7
2010,Revelstoke,15.9
2010,Revelstoke,12.7
2009,Revelstoke,17.8
2014,Revelstoke,31.8
2010,Revelstoke,5.5
2010,Revelstoke,3.8
2010,Revelstoke,2.4
2006,Revelstoke,28.4
2010,Revelstoke,23.3
2009,Revelstoke,0.4
2010,Revelstoke,1.2
2001,Revelstoke,7.4
2010,Revelstoke,0.1
2003,Revelstoke,26.3
2010,Revelstoke,3
2009,Revelstoke,9.9
2013,Revelstoke,45.9
2012,Revelstoke,23.1
2009,Revelstoke,19
2007,Revelstoke,53.7
2016,Revelstoke,50.5
2010,Revelstoke,3.7
2011,Revelstoke,15.8
2003,Revelstoke,19
2016,Revelstoke,24
2017,Revelstoke,5
2011,Revelstoke,22
2014,Revelstoke,49.4
2001,Revelstoke,40
2016,Revelstoke,34
2011,Revelstoke,31
2013,Revelstoke,35.7
2008,Revelstoke,38.2
2015,Revelstoke,17.7
2010,Revelstoke,10.9
2008,Revelstoke,18.9
1999,Revelstoke,70.9
2011,Revelstoke,31.3
2007,Revelstoke,54.9
2008,Revelstoke,39.1
2002,Revelstoke,52.4
2011,Revelstoke,31.4
2014,Revelstoke,12.4
2018,Revelstoke,14.3
2011,Revelstoke,2
2007,Revelstoke,63
2009,Revelstoke,6.1
2016,Revelstoke,37.6
2010,Revelstoke,37.8
2011,Revelstoke,3.8
2011,Revelstoke,5.1
2011,Revelstoke,7.9
2016,Revelstoke,42.2
2007,Revelstoke,16.8
2000,Revelstoke,47.8
2012,Revelstoke,3.6
2007,Revelstoke,31.7
2006,Revelstoke,0
2003,Revelstoke,13
2011,Revelstoke,11.3
2009,Revelstoke,24.4
2011,Revelstoke,15.2
2008,Revelstoke,15.9
2011,Revelstoke,15.6
2017,Revelstoke,36.3
2018,Revelstoke,12.7
2000,Revelstoke,59.6
2008,Red.Mtn.Pass.Telluride.,34.4
2015,Revelstoke,28.7
2008,Revelstoke,11.4
2011,Revelstoke,11.1
2011,Revelstoke,20.2
2004,Revelstoke,32.7
2007,Revelstoke,17.9
2012,Revelstoke,38.3
2006,Revelstoke,25.9
2012,Revelstoke,38.2
2008,Revelstoke,34.8
2006,Revelstoke,39.9
2004,Revelstoke,33.2
2017,Revelstoke,13.4
2012,Revelstoke,37.2
2005,Revelstoke,32.6
2014,Revelstoke,24.4
2014,Revelstoke,13.4
2003,Revelstoke,0.6
2009,Revelstoke,41.3
2009,Revelstoke,7.2
2012,Revelstoke,37
2008,Revelstoke,40
2003,Revelstoke,24.1
2012,Revelstoke,37.5
2018,Revelstoke,24.9
2014,Revelstoke,21.7
2018,Revelstoke,23.9
2013,Revelstoke,50.9
2012,Revelstoke,35.5
2005,Revelstoke,NA
2001,Revelstoke,19.5
2005,Revelstoke,23.3
1993,Big Sky,21.4
2016,Revelstoke,15.7
2010,Revelstoke,19.6
2012,Revelstoke,32.8
2012,Revelstoke,28.6
2012,Revelstoke,30.5
2012,Revelstoke,26.4
2018,Revelstoke,47.5
2012,Revelstoke,11.3
2002,Revelstoke,61.3
2008,Revelstoke,48.6
2015,Revelstoke,4.4
2012,Revelstoke,10
2007,Revelstoke,6.9
2011,Revelstoke,6
2010,Revelstoke,39.9
2016,Revelstoke,2.1
2008,Revelstoke,40.6
2014,Revelstoke,0.3
2012,Revelstoke,8
2009,Revelstoke,41.5
2012,Revelstoke,6.1
2014,Revelstoke,49.3
2016,Revelstoke,7.6
2003,Revelstoke,26.4
2000,Revelstoke,33.1
1995,Revelstoke,40.1
2009,Revelstoke,7.3
2016,Revelstoke,46.5
2005,Revelstoke,18.8
2009,Revelstoke,11.5
2012,Revelstoke,0.1
2013,Revelstoke,29.6
2018,Revelstoke,52.6
2012,Revelstoke,0.2
2012,Revelstoke,2.9
2014,Revelstoke,45.3
2012,Revelstoke,5.6
2017,Revelstoke,24.7
2009,Revelstoke,37.5
2003,Revelstoke,22.2
2012,Revelstoke,6.4
2007,Revelstoke,13.8
2017,Revelstoke,33.4
2012,Revelstoke,7.6
2003,Revelstoke,43
2009,Revelstoke,38.7
2012,Revelstoke,7.8
2008,Revelstoke,13.2
2012,Revelstoke,37.8
2012,Revelstoke,13.8
2018,Revelstoke,10
2014,Revelstoke,33.5
2014,Revelstoke,45.8
2018,Revelstoke,38.5
2012,Revelstoke,21.9
2014,Revelstoke,8.5
2012,Revelstoke,22.3
2012,Revelstoke,22.4
2018,Revelstoke,25.6
2001,Revelstoke,10.7
2018,Revelstoke,57
2018,Revelstoke,42.8
2013,Revelstoke,26
2013,Revelstoke,27.6
2012,Revelstoke,30.4
2008,Revelstoke,1.3
2013,Revelstoke,28.1
2001,Revelstoke,16.8
2012,Revelstoke,33.6
2013,Revelstoke,33.1
2013,Revelstoke,34.3
2017,Revelstoke,24.9
2012,Revelstoke,13
2007,Revelstoke,54.5
2015,Revelstoke,34.8
2011,Revelstoke,12.9
2018,Revelstoke,23
2013,Revelstoke,36.8
2018,Revelstoke,32.4
2013,Revelstoke,41
2016,Revelstoke,0.1
2016,Revelstoke,9.6
2016,Revelstoke,5
2001,Revelstoke,2.7
2012,Revelstoke,2.1
2008,Revelstoke,51.5
2013,Revelstoke,41.3
1999,Revelstoke,64.8
2013,Revelstoke,41.6
2017,Revelstoke,50.9
2013,Revelstoke,45
2016,Revelstoke,10.6
2000,Revelstoke,55.3
2013,Revelstoke,45.4
2000,Revelstoke,36.6
2009,Revelstoke,27.8
2016,Revelstoke,51.5
2013,Revelstoke,46.9
2002,Revelstoke,2.3
2013,Revelstoke,47.8
2018,Revelstoke,43.4
2017,Revelstoke,14.5
2011,Revelstoke,18.4
2013,Revelstoke,48.4
2007,Revelstoke,53.9
2007,Revelstoke,44
2013,Revelstoke,51.7
2017,Revelstoke,53.5
2007,Revelstoke,45.9
2016,Revelstoke,21.3
2013,Revelstoke,52
2017,Revelstoke,34.7
2015,Revelstoke,10.4
2003,Revelstoke,40.4
2009,Revelstoke,18
2013,Revelstoke,52.8
2018,Revelstoke,48.4
2015,Revelstoke,22.2
2013,Revelstoke,53.6
2018,Revelstoke,46.4
2018,Revelstoke,47.4
2013,Revelstoke,54.6
2016,Revelstoke,34.2
2009,Revelstoke,42.2
2013,Revelstoke,55.3
2018,Revelstoke,50.9
2001,Revelstoke,18
2013,Revelstoke,56.8
2001,Revelstoke,22.3
2013,Revelstoke,47.5
2013,Revelstoke,46.1
2013,Revelstoke,43.3
2003,Revelstoke,43.9
2018,Revelstoke,16.3
2012,Revelstoke,20
2013,Revelstoke,31.4
2013,Revelstoke,29.9
2018,Revelstoke,27.7
2013,Revelstoke,28.6
2018,Revelstoke,50.6
2013,Revelstoke,26.7
2013,Revelstoke,19.3
2002,Revelstoke,8
2008,Revelstoke,11.1
2013,Revelstoke,22.5
2016,Revelstoke,5.3
2005,Revelstoke,2.4
2013,Revelstoke,52.6
2013,Revelstoke,49.8
2013,Revelstoke,0.1
1999,Revelstoke,0.9
2013,Revelstoke,1.3
2009,Revelstoke,31.4
2013,Revelstoke,1.7
2013,Revelstoke,2.2
2018,Revelstoke,45.3
2013,Revelstoke,10.7
2010,Revelstoke,41.5
2013,Revelstoke,3.2
2013,Revelstoke,4.5
2018,Revelstoke,22.5
2017,Revelstoke,30.2
2018,Revelstoke,43.7
2001,Revelstoke,NA
2013,Revelstoke,6.5
2013,Revelstoke,8.2
2017,Revelstoke,53.4
2013,Revelstoke,12.3
2011,Revelstoke,11.9
2016,Revelstoke,12.7
2010,Revelstoke,14.8
2012,Revelstoke,13.1
2013,Revelstoke,12.7
2013,Revelstoke,13.4
1999,Revelstoke,9.4
2013,Revelstoke,48.9
2014,Revelstoke,-0.1
2013,Revelstoke,15
2005,Revelstoke,1.9
2016,Revelstoke,8.2
2014,Revelstoke,19.3
2016,Revelstoke,38.9
2017,Revelstoke,14.2
2013,Revelstoke,10.6
2014,Revelstoke,22.2
2014,Revelstoke,16.1
2010,Revelstoke,33.2
2003,Revelstoke,45.2
2013,Revelstoke,28
2014,Revelstoke,26.3
2014,Revelstoke,35.5
2014,Revelstoke,47.8
2014,Revelstoke,36.1
2011,Revelstoke,0
2014,Revelstoke,38.2
2003,Revelstoke,16.1
2014,Revelstoke,39.5
2018,Revelstoke,5.6
2014,Revelstoke,43.5
2016,Revelstoke,0.6
2002,Revelstoke,63.6
2004,Revelstoke,40.2
2009,Revelstoke,36
2011,Revelstoke,3.5
2017,Revelstoke,12.1
2001,Revelstoke,36.4
1996,FreemontPass.skiCooper.Copper.Breck.,27.1
1999,Revelstoke,13.8
2012,Revelstoke,31.1
2019,Revelstoke,24.3
2018,Revelstoke,0.6
2012,Revelstoke,4.9
2008,Revelstoke,4.6
2014,Revelstoke,47
1984,GrizzleyPeak.Keystone.Abasin.Loveland.,28.9
2000,Revelstoke,3.8
2014,Revelstoke,48.3
2014,Revelstoke,36
2010,Revelstoke,41.3
2004,Revelstoke,2.2
2013,Revelstoke,15.3
2016,Revelstoke,6.7
2014,Revelstoke,49.9
1999,Revelstoke,67.1
2015,Revelstoke,34
2014,Revelstoke,51.7
2016,Revelstoke,8.9
2017,Revelstoke,52
2006,Revelstoke,20.6
2009,Revelstoke,39.3
2018,Revelstoke,25.3
2012,Revelstoke,29.2
2017,Revelstoke,50.3
2013,Revelstoke,14.3
2014,Revelstoke,52.9
2014,Revelstoke,40.7
2013,Revelstoke,8.3
2014,Revelstoke,53.3
2009,Revelstoke,7.1
2001,Revelstoke,10
2014,Revelstoke,52.8
2014,Revelstoke,44.1
2017,Revelstoke,17.8
2018,Revelstoke,32.2
2016,Mt. Baker,56.7
2014,Revelstoke,42
2009,Revelstoke,23.4
2014,Revelstoke,39.4
2007,Revelstoke,58.1
2013,Revelstoke,32.1
2014,Revelstoke,30.3
2018,Revelstoke,45.7
2003,Revelstoke,7.4
2007,Revelstoke,4.9
2018,Revelstoke,28.6
2013,Revelstoke,31.5
2001,Revelstoke,3
2017,Revelstoke,26.7
2013,Revelstoke,53.9
2012,Revelstoke,38.5
2014,Revelstoke,25.7
2007,Revelstoke,41.8
2009,Revelstoke,10.9
2014,Revelstoke,19.8
2014,Revelstoke,12.2
2015,Revelstoke,39.4
2009,Revelstoke,24.8
2014,Revelstoke,45.6
2014,Revelstoke,10.1
2015,Revelstoke,42.3
2013,Revelstoke,13
2011,Revelstoke,12.1
2016,Revelstoke,21.4
2014,Revelstoke,5.2
2014,Revelstoke,0.5
2014,Revelstoke,-0.2
2003,Revelstoke,14.4
2010,Revelstoke,33.8
2013,Revelstoke,1.8
2017,Revelstoke,27.4
2014,Revelstoke,0.4
2014,Revelstoke,42.5
2014,Revelstoke,3.7
2014,Revelstoke,4.1
2017,Revelstoke,33.5
2001,Revelstoke,36
2010,Revelstoke,28.3
2014,Revelstoke,15.1
2013,Revelstoke,11.6
2014,Revelstoke,15.3
2014,Revelstoke,NA
2003,Revelstoke,18.9
2014,Revelstoke,17.2
2010,Revelstoke,28.1
2015,Revelstoke,21.5
2014,Revelstoke,17.7
2015,Revelstoke,26.9
2016,Revelstoke,35.1
2013,Revelstoke,40.5
2001,Revelstoke,35.3
2001,Revelstoke,18.8
2015,Revelstoke,18.4
2010,Revelstoke,36.5
2008,Revelstoke,46.7
2013,Revelstoke,56.3
2015,Revelstoke,18.7
2015,Revelstoke,28.3
2009,Revelstoke,26.3
2014,Revelstoke,26.6
2003,Revelstoke,11.8
2017,Revelstoke,26.3
2015,Revelstoke,33.6
2008,Revelstoke,12
2015,Revelstoke,41.8
2015,Revelstoke,35.7
2006,Revelstoke,47.5
2005,Revelstoke,1.2
2016,Revelstoke,36.1
2003,Revelstoke,18.6
2013,Revelstoke,0
2009,Revelstoke,42.6
2014,Revelstoke,45.5
2017,Revelstoke,32.2
2017,Revelstoke,27.8
2015,Revelstoke,36.6
2015,Revelstoke,37.4
2019,Whistler,26.8503937
2008,Revelstoke,34.1
2003,Revelstoke,24.3
2015,Revelstoke,39.7
2016,Revelstoke,10.4
2015,Revelstoke,40
2016,Revelstoke,30.4
2010,Revelstoke,37.2
2009,Revelstoke,30.7
2015,Revelstoke,28.2
2015,Revelstoke,40.9
2016,Revelstoke,31.7
2003,Revelstoke,42.2
2001,Revelstoke,23.9
2013,Revelstoke,26.5
2015,Revelstoke,42
2016,Revelstoke,10.9
2007,Revelstoke,41
2015,Revelstoke,36.5
2010,Revelstoke,35.6
2010,Revelstoke,35.9
2012,Revelstoke,7.5
2015,Revelstoke,42.2
2010,Revelstoke,3.5
2015,Revelstoke,42.4
2001,Revelstoke,12.2
2012,Revelstoke,36.3
2015,Revelstoke,41.9
2016,Revelstoke,32.4
2007,Revelstoke,62.7
2015,Revelstoke,26.2
2000,Revelstoke,55.8
2015,Revelstoke,20.9
2001,Revelstoke,21.3
2015,Revelstoke,19.4
2015,Revelstoke,14
2016,Revelstoke,3.6
2015,Revelstoke,3.8
2013,Revelstoke,2.3
2007,Revelstoke,37.6
2015,Revelstoke,11.8
2015,Revelstoke,8.1
2013,Revelstoke,26.2
2015,Revelstoke,-0.2
2015,Revelstoke,NA
2002,Revelstoke,12
2002,Revelstoke,0
1999,Revelstoke,17.2
2004,Revelstoke,6.9
2012,Revelstoke,12.7
2017,Revelstoke,55.4
2018,Revelstoke,22
2014,Revelstoke,0
2017,Revelstoke,47.3
2015,Revelstoke,0.1
2015,Revelstoke,3.1
2015,Revelstoke,34.6
2015,Revelstoke,4.3
2015,Revelstoke,7.4
2015,Revelstoke,9.8
2015,Revelstoke,14.6
2015,Revelstoke,16.1
2015,Revelstoke,20.2
2015,Revelstoke,20.6
2006,Revelstoke,26.5
2007,Revelstoke,63.6
2016,Revelstoke,23.4
2015,Revelstoke,23
2016,Revelstoke,25.4
2016,Revelstoke,23.5
2006,Revelstoke,31.2
2007,Revelstoke,58.3
2015,Revelstoke,27.8
2016,Revelstoke,24.9
2009,Revelstoke,34.3
2016,Revelstoke,25.1
2016,Revelstoke,25.7
2016,Revelstoke,27.7
2000,Revelstoke,37.7
2009,Revelstoke,40.3
2016,Revelstoke,37.7
2010,Revelstoke,29.8
2016,Revelstoke,28.1
2009,Revelstoke,0.6
2016,Revelstoke,28.2
2005,Revelstoke,29.1
2011,Revelstoke,5.4
2016,Revelstoke,28.3
2013,Revelstoke,31
2001,Revelstoke,28.4
2017,Revelstoke,50.8
2013,Revelstoke,13.1
2006,Revelstoke,20.2
2014,Revelstoke,-0.3
2001,Revelstoke,29.4
2016,Revelstoke,29.3
2016,Revelstoke,34.3
2016,Revelstoke,35.2
2016,Revelstoke,36.9
2016,Revelstoke,39.9
2016,Revelstoke,40.2
2015,Revelstoke,33.4
2016,Revelstoke,40.4
2008,Revelstoke,46.1
2002,Revelstoke,59.4
2016,Revelstoke,41.7
2016,Revelstoke,42.8
2017,Revelstoke,40.1
2016,Revelstoke,43.3
2014,Revelstoke,48.1
2016,Revelstoke,43.6
2007,Revelstoke,0.7
2016,Revelstoke,43.9
2016,Revelstoke,44.9
2018,Revelstoke,5.1
2016,Revelstoke,46.3
2018,Revelstoke,1.8
2010,Revelstoke,22.1
2016,Revelstoke,47
2015,Revelstoke,40.4
2016,Revelstoke,47.4
2016,Revelstoke,29.6
2016,Revelstoke,47.9
2006,Revelstoke,32.2
2016,Revelstoke,48.3
2004,Revelstoke,41
2012,Mt. Baker,97.4
2016,Revelstoke,50.1
2016,Revelstoke,50.2
2016,Revelstoke,52.1
2016,Revelstoke,52.2
2016,Revelstoke,51.4
2016,Revelstoke,48.7
2017,Revelstoke,28.8
1999,Revelstoke,50.6
2015,Revelstoke,38.6
2012,Revelstoke,10.5
2016,Revelstoke,46.2
2015,Revelstoke,32.5
2004,Revelstoke,31
2016,Revelstoke,37.2
2016,Revelstoke,35.9
2016,Revelstoke,33.1
2001,Revelstoke,39.6
2007,Revelstoke,30.9
2008,Revelstoke,35.6
2016,Revelstoke,31.6
2015,Revelstoke,30
2016,Revelstoke,30.7
2016,Revelstoke,50.7
2010,Revelstoke,31.3
2016,Revelstoke,40.7
2016,Revelstoke,11.1
2008,Revelstoke,5
2016,Revelstoke,10.2
2016,Revelstoke,0.4
2004,Revelstoke,-0.1
2008,Revelstoke,51.1
2016,Revelstoke,46.7
2016,Revelstoke,2.8
2005,Revelstoke,4
2016,Revelstoke,3.8
2018,Revelstoke,53.3
2014,Revelstoke,2.2
2009,Revelstoke,16.2
1999,Revelstoke,16.2
2016,Revelstoke,8
2016,Revelstoke,9.9
2008,Revelstoke,6.8
2016,Revelstoke,13.1
2015,Revelstoke,26.8
2018,Revelstoke,41.1
2001,Revelstoke,26
2017,Revelstoke,22.9
2016,Revelstoke,13.2
2015,Revelstoke,0
2009,Revelstoke,0.3
2016,Revelstoke,14.1
2015,Revelstoke,19.6
2016,Revelstoke,15.3
2013,Revelstoke,20.8
2014,Revelstoke,2
2016,Revelstoke,16
2012,Revelstoke,8.4
2016,Revelstoke,19.6
2016,Revelstoke,20.7
2018,Revelstoke,1.6
2014,Revelstoke,35.2
2018,Revelstoke,11.1
2017,Revelstoke,38.2
2002,Revelstoke,0.6
2016,Revelstoke,22.5
2017,Revelstoke,23.6
2010,Revelstoke,32.6
2017,Revelstoke,24.1
2014,Revelstoke,21.6
2014,Revelstoke,10
2014,Revelstoke,1.2
2017,Revelstoke,26.9
2017,Revelstoke,27
2018,Revelstoke,45.6
2007,Revelstoke,17.1
2013,Whistler,39.60629921
2013,Revelstoke,54.4
2017,Revelstoke,27.2
2017,Revelstoke,27.5
2001,Revelstoke,31.7
2018,Revelstoke,56.6
2011,Revelstoke,1.8
2004,Revelstoke,0.2
2001,Revelstoke,35.5
2016,Revelstoke,47.8
2018,Revelstoke,40.7
2017,Revelstoke,28.7
2017,Revelstoke,29.3
2017,Revelstoke,31.9
2015,Revelstoke,24.9
2008,Revelstoke,49.6
2002,Revelstoke,62.3
2016,Revelstoke,45.2
2017,Revelstoke,32.4
2017,Revelstoke,32.6
2005,Revelstoke,34.5
2009,Revelstoke,41.6
2018,Revelstoke,18.9
2017,Revelstoke,32.9
2015,Revelstoke,41.3
2012,Revelstoke,22.2
2017,Revelstoke,36.1
2008,Revelstoke,34
2004,Revelstoke,23.3
2016,Revelstoke,51.7
2017,Revelstoke,38.7
2011,Big Sky,33.4
2017,Revelstoke,41.7
2005,Revelstoke,35
2008,Revelstoke,0.1
2016,Revelstoke,23.3
2016,Revelstoke,3.3
2012,Revelstoke,0
2017,Revelstoke,43.9
2017,Revelstoke,44.3
2018,Revelstoke,14.7
2003,Revelstoke,14.3
2017,Revelstoke,44.5
2013,Revelstoke,40
2017,Revelstoke,39.6
2017,Revelstoke,48.2
2005,Revelstoke,41.5
2017,Revelstoke,48.4
2017,Revelstoke,50
2018,Revelstoke,52.8
2007,Revelstoke,48
2007,Revelstoke,56.5
2013,Revelstoke,50.1
2018,Revelstoke,42.9
2011,Revelstoke,0.2
2017,Revelstoke,51.3
2017,Revelstoke,52.4
2017,Revelstoke,52.7
2017,Revelstoke,54.9
2007,Revelstoke,1.7
2018,Revelstoke,42
2018,Revelstoke,54.7
2008,Revelstoke,22.9
2015,Big Sky,15.7
2012,Revelstoke,24.1
2018,Revelstoke,20.9
2014,Revelstoke,46.2
2017,Revelstoke,55.6
2017,Revelstoke,54.7
2017,Revelstoke,46.1
2015,Revelstoke,27
2017,Revelstoke,51.5
2015,Revelstoke,0.3
2017,Revelstoke,51.1
2016,Revelstoke,18.9
2008,Revelstoke,25
2014,Revelstoke,47.1
2016,Revelstoke,42.6
2016,Revelstoke,6.1
2017,Revelstoke,29.1
2018,Revelstoke,8.1
2008,Revelstoke,43.6
2014,Revelstoke,32
2017,Revelstoke,26.2
2007,Revelstoke,25.5
2000,Revelstoke,45.3
2013,Revelstoke,16.5
2017,Revelstoke,20.9
2016,Revelstoke,5.6
2007,Revelstoke,46
2017,Revelstoke,48.9
2017,Revelstoke,4.7
2006,Revelstoke,40.9
2004,Revelstoke,12.3
2009,Revelstoke,5.9
2002,Revelstoke,61.8
2017,Revelstoke,0.6
2013,Revelstoke,2.4
2017,Revelstoke,1.2
2017,Revelstoke,2.9
2005,Revelstoke,37.7
2016,Revelstoke,31.3
2016,Revelstoke,4.6
2013,Revelstoke,6.8
2017,Revelstoke,4.2
2018,Revelstoke,2.2
2016,Revelstoke,28.7
2006,Revelstoke,21.4
2017,Revelstoke,4.6
1995,Big Sky,28.6
2017,Revelstoke,5.5
2017,Revelstoke,6.6
2017,Revelstoke,7.3
2001,Revelstoke,23.2
2013,Revelstoke,14.6
2017,Revelstoke,25.3
2017,Revelstoke,43.1
2017,Revelstoke,10.7
2017,Revelstoke,11.9
2005,Revelstoke,29.3
2004,Revelstoke,29.6
2016,Revelstoke,39.6
2013,Revelstoke,24.2
2012,Revelstoke,16.5
2016,Revelstoke,16.1
2018,Revelstoke,47.9
2017,Revelstoke,12.8
2017,Revelstoke,16.1
2017,Revelstoke,46.6
2017,Revelstoke,16.2
2006,Revelstoke,43.5
2013,Revelstoke,32.4
2017,Revelstoke,18
2017,Revelstoke,18.1
2018,Revelstoke,24.4
2014,Revelstoke,53.2
2017,Revelstoke,19.2
2018,Revelstoke,19.8
2008,Revelstoke,32
2004,Revelstoke,40.8
2004,Revelstoke,22.3
2010,Revelstoke,24.8
2017,Revelstoke,34.3
2014,Revelstoke,24.8
2012,Revelstoke,9.6
2018,Revelstoke,24.3
2014,Revelstoke,27.3
2007,Revelstoke,56.8
2018,Revelstoke,30.3
2018,Revelstoke,31.4
2003,Revelstoke,30.6
2008,Revelstoke,53
2015,Revelstoke,35.1
2014,Revelstoke,34.4
2018,Revelstoke,46.1
2018,Revelstoke,34.3
2018,Revelstoke,35.2
2008,Revelstoke,10.2
2011,Revelstoke,16.8
2010,Revelstoke,2.7
2018,Revelstoke,40.2
2018,Revelstoke,41.4
2008,Revelstoke,11.2
2018,Revelstoke,43
2013,Revelstoke,46.2
2018,Revelstoke,43.9
2014,Revelstoke,44.4
2018,Revelstoke,50.1
2012,Revelstoke,36.8
2018,Revelstoke,51
2009,Revelstoke,26.6
2014,Revelstoke,7.4
2008,Revelstoke,3.2
2018,Revelstoke,51.5
2003,Revelstoke,3.7
2017,Revelstoke,34.1
1999,Revelstoke,73.1
2013,Revelstoke,55.2
2000,Revelstoke,41.7
2007,Revelstoke,9.9
2018,Revelstoke,48
2018,Revelstoke,55.9
2018,Revelstoke,56.7
2018,Revelstoke,55.6
2007,Revelstoke,32.6
2018,Revelstoke,48.1
2002,Revelstoke,28.3
2016,Revelstoke,14.7
2018,Revelstoke,47.1
2018,Revelstoke,46.3
2018,Revelstoke,44.2
2014,Mt. Baker,85
2009,Revelstoke,34.7
2006,Revelstoke,35
2005,Revelstoke,41.8
2008,Mt. Baker,73.3
2018,Revelstoke,43.2
2018,Revelstoke,37
2018,Revelstoke,30.7
2018,Revelstoke,28.8
2017,Revelstoke,51
2018,Revelstoke,25.5
2007,Revelstoke,37.1
2018,Revelstoke,25.1
2000,Revelstoke,3.3
2014,Revelstoke,26.8
2017,Revelstoke,44.2
2008,Revelstoke,39
2002,Revelstoke,20.6
2018,Revelstoke,21
2018,Revelstoke,1.1
2018,Revelstoke,32.3
2005,Revelstoke,13.9
2015,Revelstoke,41.1
2005,Revelstoke,31
2017,Revelstoke,2.8
2018,Revelstoke,0.5
2018,Revelstoke,0.4
2018,Revelstoke,0.8
2018,Revelstoke,2
2018,Revelstoke,8.2
2014,Revelstoke,42.7
2015,Revelstoke,37.2
2006,Revelstoke,49
2018,Revelstoke,5.7
2018,Revelstoke,7.9
2006,Revelstoke,15.8
2017,Revelstoke,16.7
2018,Revelstoke,9.2
2017,Revelstoke,23.7
2018,Revelstoke,11.7
2007,Revelstoke,26.4
2018,Revelstoke,26.5
2018,Revelstoke,11.8
2010,Revelstoke,28.8
2014,Revelstoke,48.4
2018,Revelstoke,15
2018,Revelstoke,17
2017,Revelstoke,44
2007,Revelstoke,33.2
2018,Revelstoke,10.4
2001,Revelstoke,32.6
2017,Revelstoke,42.2
2018,Revelstoke,24.1
2019,Revelstoke,24.4
2013,Revelstoke,42.8
2019,Revelstoke,28.3
2003,Mt. Baker,61.7
2004,Mt. Baker,67.5
2009,Mt. Baker,72.3
2014,Revelstoke,47.9
2015,Mt. Baker,22.6
2006,Revelstoke,36.3
2017,Mt. Baker,79.6
